J102_7_101,55,3,1
J106_7_105,55,3,0
J10_1_2_3,74,13,1
J10_1_2_3_5_6_7_9,48,18,2
J10_1_2_3_6_8_9,34,3,0
J10_1_3_4_9,28,3,0
J10_2_3_4_9,153,34,0
J10_2_4_5_6_9,382,2,0
J10_2_4_5_9,133,77,3
J10_2_4_7_9,14,7,0
J10_2_5,9,2,0
J10_2_5_7_9,80,5,0
J10_2_8_9,255,30,0
J10_2_9_18,156,1,0
J10_2_9_19,89,1,0
J10_3_5_8_9,173,21,0
J10_3_5_9,2,1,0
J10_3_6_7,264,33,0
J10_3_8_9,0,1,0
J10_4_5_6_7_9,157,25,1
J10_5_6_7_9,1,1,0
J10_5_6_8_9,58,29,0
J10_5_6_9,32,1,0
J10_5_8_9,271,50,10
J10_6_7_8_9,48,1,0
J10_7_9_13,413,99,1
J10_9,57,24,9
J10_9_15_19,44,1,0
J110_7_109,56,3,0
J114_7_113,55,3,0
J118_7_117,57,3,1
J11_10,8,2,1
J11_10_16_20,29,1,0
J11_10_18,36,4,0
J11_1_2_3,73,13,2
J11_1_2_3_4_5_6_9_10,8,1,0
J11_1_3_10,8,2,0
J11_1_5_10,305,7,2
J11_1_5_7_10,21,4,0
J11_1_5_7_10_27,222,1,0
J11_1_6_7_9_10,3,3,0
J11_1_6_8_10,17,14,3
J11_2_3_5_7_8_10,56,7,0
J11_2_4_6_10,459,3,0
J11_2_4_6_8_10,2,2,0
J11_2_4_6_9_10,160,22,7
J11_2_5_10,98,2,1
J11_3_4_5_10,71,21,7
J11_3_4_5_6_10,27,2,0
J11_3_4_5_7_8_9_10,478,10,0
J11_3_4_7_10,16,15,3
J11_3_5_6_7_10,289,68,0
J11_3_5_7_8_9_10,15,7,1
J11_3_5_8_9_10,295,5,0
J11_3_5_9_10,318,15,1
J11_3_6_9_10,3,1,0
J11_4_7_10,180,2,0
J11_4_7_8_10,106,2,0
J11_5_6_10,109,46,17
J11_6_7_10,208,13,0
J11_6_7_10_20,146,185,144
J11_6_8_10,119,3,2
J122_7_121,55,3,0
J126_7_125,55,3,0
J12_11,20,5,1
J12_11_15_18,37,1,0
J12_11_16,1,1,0
J12_11_17,172,9,3
J12_11_18,2,1,0
J12_18_23,326,7,0
J12_1_2_11,1,1,0
J12_1_2_3,73,13,0
J12_1_2_3_10_11,74,4,0
