j_100196,17,87
j_1002333,15,87
j_1007279,47,4542
j_1008775,21,23531
j_1033873,22,99
j_1037518,17,34
j_1039004,16,2152
j_1051500,17,24
j_1056967,16,444
j_1061289,17,601
j_1064859,25,1029
j_1066415,22,25024
j_1073351,28,507
j_1078958,26,23649
j_1081945,22,25661
j_1084505,24,5330
j_1093408,16,18
j_1096335,15,274
j_1114628,24,1089
j_1115721,16,943
j_1121552,15,23
j_1132667,17,55
j_1137182,27,175
j_1147172,16,455
j_1148647,19,390
j_1152763,15,943
j_1153122,16,694
j_1155151,15,29
j_1160193,17,87
j_1165712,31,12784
j_1173625,18,1673
j_1176210,15,41
j_118428,16,1329
j_1204382,30,455
j_1206745,28,105
j_1209133,15,942
j_1209218,19,1060
j_1210497,18,18
j_121171,18,1135
j_1213869,17,87
j_1216918,26,198
j_1221132,20,22410
j_1225729,15,50
j_1236687,26,10406
j_124082,22,18434
j_1240904,15,29
j_1241359,15,1229
j_1241918,28,109
j_1244213,28,5026
j_1246477,16,576
j_1249601,23,554
j_1250402,30,13008
j_1255008,21,412
j_1258972,35,3398
j_1264027,15,943
j_1267460,25,1030
j_1272919,26,749
j_1281559,16,576
j_1282016,16,386
j_1287300,17,87
j_1299293,16,130
j_1301500,17,87
j_1307283,26,779
j_1310217,18,18
j_1311177,17,340
j_1318039,16,865
j_1329089,29,1365
j_1341043,40,1074
j_1341188,21,1499
j_1341468,24,1761
j_1352972,15,943
j_1354579,17,638
j_1358010,15,30
j_1360754,22,24877
j_137285,17,87
j_1378065,18,208
j_1380892,16,439
j_1382216,20,1503
j_1389728,17,289
j_1391636,17,340
j_1398778,17,87
j_1399604,17,1642
j_1401649,16,312
j_1418550,16,944
j_1419674,15,378
j_141978,15,1217
j_1424228,18,4349
j_1428212,16,234
j_1436494,28,107
j_1436760,30,13008
j_1438786,47,4541
j_1439883,16,576
j_1448286,16,409
j_1455860,17,87
j_1463415,15,1267
j_1465834,21,59
j_1466779,15,50
j_1472447,16,22
j_1478166,22,21465
j_1479289,19,956
j_148385,34,45
j_1486814,26,1172
j_1503284,19,1070
j_150622,31,12784
j_1511342,21,238
j_1512919,24,1490
j_1523120,31,143
j_1524577,15,39
j_1526073,28,111
j_1532684,18,256
j_1534681,34,45
j_1543032,26,204
j_1554086,15,943
j_1556621,21,23577
j_1556836,16,944
j_1575663,22,29
j_1576836,16,576
j_1585012,16,943
j_1588387,18,770
j_158853,16,444
j_1589471,19,5320
j_1595296,17,2866
j_159658,15,41
j_1604946,17,340
j_1606643,16,576
j_1608107,34,45
j_1611426,18,1135
j_1612997,16,944
j_1613008,15,27
j_1613925,19,482
j_1614462,15,731
j_1619045,20,17924
j_1626745,21,25
j_1632081,15,23
j_1636475,20,22386
j_1637047,16,576
j_1637897,17,340
j_1640557,16,182051
j_1648278,15,1052
j_1650253,18,265
j_1653531,17,87
j_1656481,16,1496
j_1659441,34,45
j_166760,30,13008
j_1674890,26,10407
j_167716,15,723
j_1678133,21,26
j_1679789,22,253
j_1680286,41,114
j_1684618,48,2586
j_168676,34,3619
j_1689820,17,2742
j_1689904,25,9336
j_169354,17,619
j_1695807,15,2864
j_1699785,15,23550
j_1703989,17,1651
j_1707322,21,65
j_1710438,27,41
j_1715764,17,24
j_1720985,17,29
j_1723692,17,212
j_1724693,16,576
j_1727643,22,20009
j_1730074,36,211
j_173137,18,256
j_1735036,15,2199
j_1737772,20,1564
j_173797,16,784
j_1756250,16,1496
j_1764266,17,1634
j_1766238,17,422
j_176700,26,1295
j_1768462,16,417
j_1773573,33,389
j_1780121,16,576
j_1788453,15,392
